Subject_id,Topics,Levels_key,L1s,Essays
286,PTJ0,B1_1,CHN,"﻿ In my view, part-time job is necessary for college students. As we all know, in western countries, many young people who are 18 years old leave their home to live on their own. While they are studying in college, they make a living by doing part-time jobs. The results are that these people are very independent and it is easier for them to make something of themselves in their lives. In China, many college students have realized this and they can make some money. Though it may not be enough to cover their living expense, it can alleviate their parents' burden which is very important. As for themselves, from part-time jobs, they can gain much working experience which may be useful in their future jobs. For example, they can learn to deal with other workmates and get along well with them. If he can make some faithful friends, it is good for his future. From part-time job, he may know about the hardship of working. Thus on one hand, he may have a strong will to study well and find a good job in the future. On the other hand, when he leave university to devote himself to his work, he may find it is easier for him to adjust to the hard work. In one word, part-time job is necessary for college students and we can learn a lot from it which may be very useful for our future."
073,PTJ0,B1_1,CHN,"﻿Many people regard that college students should do some part time job because college students should come into contact with society. But I oppose college student only do some part time job but not do their theoretical knowledge well. Many students don't want to do their college homework, so the part-time job became the best excuse of tier lazy. But in other hands, college student have taken 12 years education in primary school and middle school and they have no chance to come into contact with society. so there are in inseparable connection between in social practice and heir college theoretical knowledge, we can't only do our social practice like part-time job but to do our theoretical knowledge, just like a primary school student can't do part time job. In the opposite side, if we only do our theoretical knowledge, we can't develop our social ability. It will become a serious problem of that we can't find a suitable job. But it's obvious that college theoretical knowledge is more important than having a part time job. Generally speaking, in our college, we should do our college theoretical knowledge well firstly. After that, if we have more time and energy, we can do some part time job for earning some money, accumulating social experience and so on. But if have some problem in our college study like studying or students' union, we should do our schoolwork first."
215,PTJ0,B1_1,CHN,"﻿ As a matter of fact, I'm just doing a part time job as a fraulein now at weekends. I also get some money from it and feel very happy, because it is the first money I got by myself. As a fraulein, I must face with many kinds of people. I think it is the thing that is impossible to avoid. But in China, there are very little part time jobs for our students. I know, in Japan, university students can do part time jobs not only as a fraulein but also as a waiter, a librarian, even a cook and so on. I think it is the reason why the students in Japan are morn self-support than our Chinese students. In China, many students don't want to do part time jobs because they think it can make them lose countenance. But I don't think so. I think do part time jobs can make our students step into the society, then we will know the importance of study. Knowledge can make us richer than only do jobs with our hands. So I think do part time jobs are very necessary for our university students. I also want to do many kinds of part time jobs to make myself much stronger."
214,PTJ0,B1_1,CHN,"﻿As far as a qualified modern college student is concerned, I approve of the opinion that It is important for college students to have a part time job. From my point of view, it can not only relief our parents' burden but also enable us to make good preparation for our social life in the future. It is well known that the campus is called ivory tower, and it is also very obvious that students should pay most of their attention on their professional knowledge. But on the other hand, college students in modern time should also have a good knowledge of the world outside. And a part-time job is just a good chance to contact the society and learn more practical things that can't be learned at school. For example, as for me, I am doing a part time job as a private teacher. I think it can offer me some money to do whatever I want without ask my mother. And what's more important is that through the part-time job, I have learned how to balance my study and other things batter. I also learned how to get well with different kinds of people. I also did other kinds of part-time before. I learned much from my experience and these are all prepare for my future work. There is no doubt that a part-time job can offer us the chance to know the world outside better which may awaken in us a high sense of duty and help us make greater achievement in the future. Therefore, I think it is important for college students to have a part time job."
326,SMK0,B1_1,CHN,"﻿ Nowadays, as we all see, there are always some people like to smoke in public places. They enjoy smoking one after another without caring about the people around. In my opinion, smoking in public should be forbidden. I remember that when I was in high school, I had to go to school before 7 o'clock. However, the school was far away from my home. So my timetable was tight and stable. Then almost everyday I had to take the lift full of smoke, that means there was a guy enjoying smoking in a public place without any guilty before I took the lift everyday. So I had no choice but to breathe in the second-hand smoke. It made me sick. The smell was so strong that I would feel like vomiting. That was a terrible experience. As we all know, smoking is very bad for people's health, and the second-hand smoke is even more poisonous. A smoker not only destroys his own health, but also others close to him, especially his friends, his family and his lovers. Smoking is just like a monster which kills one little by little. Even if one doesn't care about himself, he should also give up smoking for the sake of the people around him. It is reported that a cigarette can even kill a little baby. How terrible it is! So I think even if forbidding smoking can't be accepted by everyone, the government should forbid smoking in public."
001,SMK0,B1_1,CHN,"﻿As we know, smoking is not only harmful to people's health but also to the environment. Smoking can deal to many diseases, such as the cancer of lung and so on. So it is very important and necessary to stop people from smoking in public place, especially in all restaurants. There is 3 reasons for that. The first one is, restaurants are the public places that people have meals, so keep the air clean is a duty of everyone. Smoking can generate dirty smoke to pollution the surrounding air. There are a lot of harmful substances in the smoke, it is no doubt the harmful substances will sticky on food and then they will be eaten by people. So you can imagine how unhealthy the food. I think no people will like this environment when eating. Secondly. What more serious is, the people sit around the smokers have to breath the second-handed smoke, that more harmful to their health than the smokers'. Smoking affects non-smokers more than it does smokers. Ratio of passive smokers getting ill is higher than that of smokers. So smokers should think more about the other people, should not build their habit over others' health. All in all, I am agreed with the government ban smoking completely at all restaurants in the country."
266,SMK0,B1_1,CHN,"﻿Restaurant is a public place. Smoking in the public place is not a polite behavior. Imaging the restaurant is not in the open air. if the smoke is created, it must be a long time when the air become clean again. Eating in the smoke is not a happy thing at least for me. When we get into the restaurants, we must enjoy meals. We go to restaurants for meals, it's a special time. As we know, the second-hand smoke is harmful to people. Smoking in the public place is to do the things that harm others. Those people who smoke in public should be punished. In another way, smoking is bad for the smokers himself. The nicotine which is in the smoke would make smoker's lung get dark and even worst would lead cancer. The health is the basis of everything. Sacrificing the health for smoking is not wise decision. In a word, smoking in the restaurant is not only bad for others, but also for smoker himself, so I think smoking should be completely banned in the restaurants."
354,PTJ0,B1_1,CHN,"﻿ Being a student in university, we've to manage a large quantity of time rationally ourselves. Many students ride the wave to take part time job after their series of everyday courses, claiming that taking part time job not only values their leisure time but also earn them a good amount of pocket money. However, things don't usually go as what we imagine. Many of them focus more on the job but care less for their courses. As a result, they would fail to pass an exam while earning a good salary. Students work that way just cannot figure out what is more important between courses and part time job. First of all, our students' toughest and most important task is to learn lessons well and get professional knowledge. That is what comes out first as a student. Nevertheless, it is not that we ought not to take part time job, but we should strike a balance between courses and job. Truly, we do have plenty of free time at hand. Pick up a job which is fit for our routine. Maybe the job takes 2 hours in Sunday afternoon, which means it won't occupy the time we need to go over our lessons and put a finger on relevant research into our major. From my point of view, taking part time job is just a way of killing leisure time at hand. Since we are living in our lovely campus, we have more than enough joyous ways of spending time and creating a period of happy memory. If job isn't perfect, why not try another way. In short, let our part time job well value our leisure time."
132,PTJ0,B1_1,CHN,"﻿I completely agree with the point that it is important for college students to have a part-time job because I think that it will bring us many advantages. First, there will be a chance to increase our experiences if we have a part-time job. As someone says, experience is money. Taking part-time job makes us adjust to the society in advance, and found a foundation on our future life. Second, through the part-time job, we will earn some money and help us realize how hardly and difficult when our parents raise us. Third, as the society developing, the comprehensive people will be more and more important. Communicating ability will play a more important role in our daily life. Taking part-time job may make us improve it and make many friends which are our power when we meet something. Finally, it is also a leisure time. When we study day after day, some suitable leisure time will relax our physical and mental so that to increase our efficiency in study. So because of the reasons we can say that it is important for college students to have a part-time job. If you have a chance, please try it. I believe you will never regret."
133,PTJ0,B1_1,CHN,"﻿ My many college students are doing a part-time job. Some of them usually spend one day working outside on the weekends. Others often do this as possible as they have free time. I am also looking for a part-time job. I think that it is important for college student to have a part-time job. There are some reasons. Firstly, we are still studying and we have no career. We ask our parents for money. If we take a part-time job. we will have extra money, which not only reduces our parents' pressure, but also gives us more choices to buy things we want. Secondly, doing a part-time job is a challenge for us, because we are studying in school now and we have not constructed with the society. Doing a part-time job can aboarden our horizon and we will have a better understanding of our future jobs. In addition to this, we can know the rule in the job field ahead. The last point is that doing a part-time job give us a good opportunity to make more friends, which is very important for us to development better. In a conclusion, as far as I'm concerned, doing a part-time job has a lot of benefits: Our abilities are improved and we are becoming denpendent and so on. We only need deal with the relationship between study and the job well."
109,SMK0,B1_1,CHN,"﻿Nowadays, it is universally acknowledged that smoking really does harm to our health. The sign of No Smoking can be seen everywhere in public places, such as vehicles, hospitals, of course restaurants and so on. So I'm for the idea that smoking should be prohibited at all the restaurants in one country. For one thing, assuming that a restaurant is crowded with a number of smokers, how can the others around have a meal in such an atmosphere. Probably, the smoke can result in the disgust of other customers, who are considered to belong to the so-called indirect smokers. If they have been in a situation like that for a long time, their health will be ruined sooner or later, what's worse, there even exists a possibility for them to get a cancer. For another, there are so many things easily to cause a fire especially in a restaurant that we should focus more attention on smoking. In case that people casually throw away smoked cigarettes in a restaurant, I can't imagine how severe the consequence will be. It's high time that we took some efficient measures to prevent people from smoking in public. Taking our health and safety into consideration, we may as well avoid contacting with smokers too frequently."
108,SMK0,B1_1,CHN,"﻿ In many public places, you can see signs of ""no smoking on the wall. Because restaurants are one of the public places too, of course, smoking should be banned completely at all restaurants. Smoking is bad for the health of smoker and others. It can cause bad things, such as lung disease, lung cancer and some other health problems. We stand pain when we fall ill, apart from this, in order to treat the illness; we spend money like water. It adds to the mental strain and financial burden on our family. When you smoke in the restaurants, people who don't like smoking have to bear the terrible smoke around you. Their health will be affected too by the smoke. You have no right to do so. In addition, smoking is one of the reasons that cause fire. There are many cases about fire disaster in restaurants every year. A part of the cases are caused by smoker. They throw cigarette ends and ash inappropriately. At last, by coincidence, fire breaks out. In the accidental there are the results of inevitable. If every smoker is careful enough and obeys the rules, fire disaster would reduce. In a word, smoking should be banned at restaurants as well as in other public places. It's good for everyone! Each of us must take responsibility for our own actions."
093,SMK0,B1_1,CHN,"﻿I don't agree with the idea that smoking should be banned in all the restaurants in the country. There are some reasons:There is some nicotine that is something poisonous in cigarettes, so smoking has a bad effect on health. Because of this, law says that cigarette case have to show smoking is harmful to health. But there are so many smokers. Why? Although cigarette is bad for health, it brings benefits for people. For example, when you are tired after a long day's work, maybe smoking a cigarette can help you have a good rest. And when you are anxiety, it can calm you down quickly. So many people know the harm of smoking, they smoke yet. Even somebody take smoking as a habit. But smoking will not only affect smokers, but also affect people around smokers. So it is necessary to respect smokers' power and habit and to ensure the health of others. So I think smoking should not be completely banned at all the restaurants in the country, we can set up a smoking area and some language tips in all restaurants. In this way, we can ensure smokers and non-smokers' power and benefits at the same time."
194,PTJ0,B1_1,CHN,"﻿With the development of the society, so many college student choose to take a part time job. From my point of view, I think it is very important. There are too many advantages of it. First, a part-time job can help you pay for normal living expenses, including some food, books, and clothes. Then, we shouldn't ask the money from our parents, because our parents are very painstaking. What's more, your parents will not be around you forever, and so you have to become responsible for all of your expenses. The sooner you begin this process, the faster you will become independent finally. That's the point I think. Second, a part-time job during college can build your character I think. Most of the jobs to college students are very humbling. Maybe I think they hold the view that we are just college students, we still don't know much about the salary. But I think after you experience life as a waitress,, or a sales clerk, you will become that much more grateful for the opportunities. Because it is priceless for your later work in the future. And you will realize that the world does not give you something free, and that if you want to get something, you have to give something first. In conclusion, a part-time job during college is important for many different reasons. You will learn some personal responsibility and experience that you can't learn from the book. If you find a part-time job that is tolerable, you can do it well and it is important to you!"
195,PTJ0,B1_1,CHN,"﻿Recently, there is a phenomenon that many college students take part-time jobs in their spare time. In accordance with such a phenomenon, a constant debate has been arisen. Anyway, I agree with the idea that it is good to do a part-time job. However, it is unfair to say which is better than the other if we do not see both sides of the story in the following paragraphs. Some people believe that taking a part-time job certainly brings about several advantages. On the one hand, by taking a part-time job, students can acquire a lot of valuable experience, which will enhance their ability in future. On the other hand, students can learn how to get along well with each other and know society better and deeper. However, other people stand on a very different ground. They hold the view that it is harm to do a part-time job. To begin with, when the students do a part-time job, the study will be neglected. Meanwhile, society is complicated, the majority of students cannot protect themselves, and a lot of parents worry about their children will be cheated. From my perspective, I believe that if time permits, college students should do a part-time job. After all, to take a part-time job provides the students with a valuable opportunity to put what he has learned form books into practice, which will have a profound effect on their future job markets."
268,PTJ0,B1_1,CHN,"﻿ It is a factor that as a college student, we are not working. But are we lack of money? The answer must be no to a huge number of students. Yes, we are using our parent's money, they are glad to give us money, and we are happy to accept it, both of us take this phenomenon for granted. But, the money that comes from our parents isn't our own money. As for me, I will feel guilty if I waste money that comes from my parents, I will feel very uncomfortable if I use that money to buy presents for my friends, even if my parents agree me to do so. Many students will ask: if you don't use your parent's money, who are they earning money for? Why are they working so hard to earn money? Will their efforts be in vain if you don't accept their money? it may be right to some scale. However, if your parents don't have the ability to earn money? In fact, as a college student, we have the ability to earn money, why don't we do that? College life will be dreary if we don't make full use of our spare time. So, why not try to take a part-time job? Taking a part-time job can enlarge our knowledge of the society, and at the same time, we are making preparation for our future job. Therefore, I think it important for us college students to have a part-time job."
269,PTJ0,B1_1,CHN,"﻿A serious problem has arisen in recent several years that more and more college students abandon study because of their taking part-time jobs, so quite a few people are opposed to part-time jobs. However, taking part-time jobs has more benefits than its shortcoming for college students in my points. Firstly, students can promote their study through part-time jobs. For instance, If a law student finds a part-time job in a law firm, his practice will enable him to better understand what he's learned from books. What's more, the part-time job can offer him opportunities to go beyond what he's been taught in class, and he'll learn something that doesn't exist in books but in practice. Secondly, students can also accumulate work experiences through part-time jobs, which will benefit their future job-hunting. Actually, part-time jobs act as warm-up exercises for students to take full-time jobs after they graduate, and help them prepare for their future careers. Besides, as fresh blood of the society, graduated students are often fall in job-hunting markets for lack of practical work experiences, but part-time jobs can solve these problems easily. Last but not least, part-time jobs can partly relieve students' financial burden, especially those who are from poor families. A fact we can not deny is that the cost of finishing college have greatly increased in the past time. Many students from poor families cannot afford college fees, and our bank system fail to loan college students as effectively as it does in developed countries, so taking part-time jobs becomes a way for them to meet their great expenses in campus lives. It's an indisputable fact that students break the balance between their jobs and studies, especially when they fall into conflict with each other. So I think students should spend their spare time taking part-time jobs. Only following this way can they benefit from their spare time mostly."
035,SMK0,B1_1,CHN,"﻿As to the topic, I think smoking is supposed to be completely banned at restaurants in the country. First, restaurants are public places where people go to have their meals. If you are a non-smoker and hate smoking very much and you find yourself surrounded by smog when you are seated in the restaurants, what is your feeling? Do you still in a mood to eat? In this case, smoking in a restaurant leads to other customers' unhappiness and the atmosphere won't be good. On the other hand, we should let smokers know how to behave differently in various occasions. Smokers should be taught to respect others. By not allowing them to smoke at all the restaurants in the country, we are reminding them the above necessary qualities. Then, as we all know, second-hand smoking does great harm to people's health. People may have cancer if exposed to second-hand smoke for a long time. To protect people from being sick, and assure them a healthy environment to enjoy themselves, smoking should not be allowed by all the restaurants in the country. Above all, in the long run, if smokers are banned from smoking at all the restaurants in the country, they will gradually get used to it. By then, the world will be a wonderful one to live in. In a word, it is a pretty good idea to ban people from smoking at all the restaurants in the country."
253,SMK0,B1_1,CHN,"﻿Smoking has been a serious social problem for a long time. In our country, several millions of people smoke every day. What is worse, everyone on the earth suffers the air pollution. We should take immediate measures to forbid the smoking before our earth is destroyed thoroughly. Every day, a large amount of people have died of lung cancer because they smoked a lot when they lived. As we all know, smoking kills our health gradually so that our bodies become weaker and every organ come down until we can not breathe and walk. Smoking is such a horrible killer that we can't see. Smoke is not only harmful to person, but also plays a much worse effect on our environment. When one person is smoking, people around him will have the second-hand smoke at the same time, which can leads to serious disease like cancer. On the other hand, smoke contributes to the greenhouse effect which makes our earth become hotter and weather is changeable. Maybe it seems to make no matter as we see today, but in 10 years, we must regret and can only cry to hate ourselves. Look the dying people, look the declining animal series, and look the grey environment. I strongly propose that we mustn't smoke any more."
252,SMK0,B1_1,CHN,"﻿Suppose you are sitting around a beautifully decorated round marble table with your best friends and you are enjoying delicious food. Suddenly, a blast of smoke came into your nostril. What's your feeling then? Here comes the discuss---should smoking in the public be forbidden? As for me, positively, the answer is yes! When you are in the public place, you are not only represent yourself, but also a person related to all. You may think smoking can refresh yourself and make you cool, you may think you only damage your health, you may think others do not care for your behavior. But there is one thing you have to remember---smoking in the public is not good. The smoke from your lung can easily spread to others' lung, although they do not want that happen. The second hand smoke can be more poisonous. Besides, the bad smell of smoke can also influence one's mood thus he or she could not concentrate on the important things. What's worse, smoking in the public can result in the teenagers' smoking, which may cause worse problems in the long term. I appeal all of us to forbid smoking in the public and make our environment better, make our society more harmonious."
034,SMK0,B1_1,CHN,"﻿As smoking can cause lung issues and has a stronger effect on the surrounding people, some politicians hold the view that smoking should be completely banned in all the restaurants in this country, which I can hardly approve. I have the following reasons to clarify my point. Firstly, in terms of health, it is undeniable that cigarette is not the only thing that does harm to our body. Should we ban all the fried food just because they are junk food? I think the answer should be no. Secondly, smokers' choices determine smokers' consequences. It's not our business to interfere others' lifestyles compulsorily even though it can kill them gradually. As we cannot ban suicide, we cannot ban smoking. To make us free from the infection, restaurant managers can set smoking rooms to satisfy the smokers without affecting the other customers. And we can put posters to remind the smokers the risks they are taking. But forbid? No. I agree that smoking is the last habit we could form, but since it is a controversial and complicated social issue, we should handle it carefully instead of simply forbidding it completely. We can solve the problem through different kinds of methods gradually."
360,PTJ0,B1_1,CHN,"﻿Many students now have part-time jobs to earn some money. Some of them wash dishes at restaurants. Some teach children on weekends. They all do jobs in their spare time to earn money. On the one hand, they can really live better with more money. On the other hand, they don't have enough time to study. So part-time job is not necessary for a student. Students need time to study, but part-time jobs take over their spare time. Study is the most important job for a student, so one cannot give up time which should be spent in studying. If a student do part-time job, he will lose more than what he earns. Part-time jobs are not safe enough for students. Compared with other places, campus is the safest place for students. Students do have to get out of their campus to do their jobs. This means they may be hit by cars or stolen. All dangerous things may happen to students. Some students may have financial problems and they may take part-time jobs to solve this. But they should consider this problem once more. Is part-time job the best answer? No! It will never be the best answer. They should chose study and safety instead of money."
106,PTJ0,B1_1,CHN,"﻿Nowadays more and more college students go out to have a part-time job in the society. I think it is a good sign. First, we can take some money from a part-time job, which can reduce the family burden. It is uneasy for our parents to raise us and now it's time for us to do something to let our parents relaxed. Second, it is a good chance to get to know society. We can learn something that we can't learn in college. It will be helpful for our future work. At the same time, we can find out which job we are interested in and are really good at. Last, we can meet more people. Some of them may become our good friends. In the last summer holiday, I became a private teacher. I taught math and English to a student in high school. I learn how to communicate with her better and learn some English that I didn't study well when I was in high school. After the teaching, my student becomes my good friend. she is younger than me and her thought is different with me and my former friends. I learn many thing from my student. Because of the teaching, I felt very substantial in the holiday. Through this experience, I think it is important for college students to have a part-time job."
107,PTJ0,B1_1,CHN,"﻿It is not rare to see many students are doing part-time jobs when they are in college. Moreover, it seems that more and more students are doing part-time jobs during recent years. I don't support the idea that college students should have part-time jobs. And I have specific reasons for not agreeing with it, which are explained in the following paragraphs. Having free-time jobs is a waste of time. Consequently, college students will have less time to do other things. I can think no better illustration of the idea than the example of my roommate. For instance, my roommate Sun who have six part-time jobs is always exhausted. He doesn't have time to study what he should learn and have no time to exercise. Obviously, it is bad for his schoolwork and his health. Furthermore, he even doesn't have a girlfriend. What a poor boy!There are many people in the world are cheaters. In other words, you probably work day and night and gain nothing. Actually, the situation is not rare, it is just one of many examples I have encountered. For example, my roommate is Liang. He works for a factory for nearly one year. However, the manager of that factory disappears forever. Liang gains nothing. What a gloomy world. From the above, doing part-time jobs may have many disadvantages, so I don't think it is good for college students to have part-time job."
